Area da unidade territorial  2016,Estabelecimentos de Saude SUS,Indice de Desenvolvimento Humano Municipal  2010 IDHM 2010,Matricula  Ensino fundamental  2015,Matricula  Ensino medio  2015,Numero de unidades locais,Pessoal ocupado total,PIB per capita a precos correntes  2014,Populacao residente ,Populacao residente  Homens,Populacao residente  Mulheres,Populacao residente alfabetizada,Populacao residente que frequentava creche ou escola ,Populacao residente religiao catolica apostolica romana,Populacao residente religiao espirita,Populacao residente religiao evangelicas,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Rural,Valor do rendimento nominal mediano mensal per capita dos domicilios particulares permanentes  Urbana,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Rural,Valor do rendimento nominal medio mensal dos domicilios particulares permanentes com rendimento domiciliar por situacao do domicilio  Urbana,Cidade
111.130,2,0.635,191,58,51,254,11456.74,2123,1080,1043,1662,494,2034,5,81,277.50,380.00,1148.90,1199.09,Oliveira Fortes
246.976,3,0.663,428,175,45,278,14351.72,3055,1558,1497,2555,805,2525,33,368,407.33,436.67,1361.50,1639.25,Onca de Pitangui
89.068,2,0.637,681,148,67,413,9260.38,4493,2234,2259,3560,1269,3263,11,935,360.00,372.25,1442.33,1388.47,Oratorios
121.800,3,0.562,1213,359,89,491,7338.46,7284,3697,3587,5661,2025,4872,-,2013,160.00,255.00,798.19,1009.42,Orizania
258.726,18,0.764,4772,1374,1751,16938,82185.95,35268,17577,17691,31231,11227,25380,695,7012,333.33,600.00,2061.54,3052.19,Ouro Branco
533.714,18,0.722,3612,981,1233,6773,15453.33,31568,15818,15750,26994,7602,23374,187,6048,425.00,510.00,1436.18,2075.24,Ouro Fino
1245.865,49,0.741,9783,3873,2018,20055,79116.61,70281,34277,36004,62468,22519,58235,971,7511,350.00,519.60,1611.14,2572.50,Ouro Preto
175.482,2,0.595,1209,378,93,404,6607.95,6016,3018,2998,4144,1787,4061,-,1551,170.00,294.50,868.96,1213.24,Ouro Verde de Minas
446.275,3,0.599,1164,244,83,440,6086.59,5834,2973,2861,3864,1696,5034,-,592,215.00,267.50,1179.00,1244.46,Padre Carvalho
544.375,23,0.596,3266,780,254,1741,6746.38,18849,9334,9515,13627,5516,14148,24,3686,126.00,255.00,669.61,1163.94,Padre Paraiso
839.805,4,0.590,1011,274,46,447,5916.80,5934,3024,2910,3941,1891,5265,3,534,161.00,255.00,733.23,852.03,Pai Pedro
637.309,3,0.669,480,200,85,552,11000.02,4631,2332,2299,3939,1167,3676,50,656,510.00,500.00,2075.19,1537.53,Paineiras
421.862,5,0.728,959,249,263,2410,33996.83,8014,4026,3988,7003,1945,6827,84,914,450.00,510.00,1985.55,2130.27,Pains
58.419,1,0.720,149,55,43,254,10785.87,1558,782,776,1310,355,1471,5,60,307.50,455.00,1003.46,1542.68,Paiva
316.476,6,0.703,667,216,170,696,8629.30,6545,3313,3232,5483,1463,5322,38,985,328.00,386.00,1367.30,1652.81,Palma
433.154,3,0.565,1097,261,72,465,5840.94,6931,3570,3361,4691,1912,5821,-,800,202.50,255.00,771.16,961.97,Palmopolis
553.577,5,0.666,2177,508,502,3501,13994.34,14175,7237,6938,11863,3893,12894,60,945,320.00,336.67,1054.70,1712.18,Papagaios
551.247,37,0.725,11567,3501,2977,28747,26097.77,84215,41639,42576,75209,25348,70526,757,9004,400.00,512.50,1401.45,2316.13,Para de Minas
8229.595,34,0.744,13005,3960,2423,21338,31669.31,84718,42470,42248,71933,27716,59794,2160,18353,400.00,490.00,1848.13,2360.97,Paracatu
424.296,11,0.715,2565,676,752,4605,17383.12,20245,10178,10067,17528,5213,17630,135,2051,490.00,510.00,1703.85,1938.25,Paraguacu
331.238,12,0.729,2627,840,475,4842,17080.40,19379,9785,9594,16650,4774,17466,89,1357,390.00,510.00,1450.02,1890.64,Paraisopolis
625.623,9,0.694,3190,912,716,5672,18139.79,22563,11132,11431,19559,6840,18106,126,3602,400.00,480.00,1252.96,1894.47,Paraopeba
277.221,13,0.715,1901,604,408,3411,17617.80,15582,7727,7855,13739,4074,13280,30,1936,340.00,480.00,1469.62,1926.93,Passa Quatro
429.172,5,0.687,859,275,167,1197,16467.51,8197,4133,4064,7206,2060,7460,22,546,305.00,466.67,1939.04,1591.44,Passa Tempo
246.565,1,0.648,279,68,46,277,14199.23,2079,1089,990,1711,567,1804,6,217,342.00,435.00,1199.57,1649.84,PassaVinte
94.183,2,0.642,210,89,24,184,10324.00,1766,865,901,1385,463,1437,-,248,346.67,400.00,1185.16,1378.85,Passabem
1338.070,47,0.756,12951,3916,3549,27733,18722.39,106290,52568,53722,93774,27947,79699,1970,19716,400.00,550.00,1831.58,2591.63,Passos
444.196,2,0.614,833,278,42,250,6153.18,5579,2918,2661,4063,1789,4205,-,1023,200.00,255.00,803.03,1104.05,Patis
3190.187,50,0.765,17191,5560,5672,44142,23834.98,138710,67924,70786,122926,37449,110270,2445,19533,503.33,546.00,1932.02,2619.85,Patos de Minas
2874.344,24,0.729,11728,3236,3082,20952,25048.98,82471,41939,40532,71385,24073,63770,1073,13996,418.33,510.00,2439.20,2322.61,Patrocinio
108.245,7,0.682,616,204,119,1017,14395.31,5287,2650,2637,4494,1249,4119,77,687,405.00,500.00,1514.88,1805.27,Patrocinio do Muriae
268.321,3,0.637,1195,304,107,745,8080.16,9271,4693,4578,7827,2526,8621,22,580,255.00,382.50,1119.81,1640.95,Paula Candido
220.564,5,0.625,856,309,97,422,7399.28,4918,2385,2533,3700,1508,4630,23,216,220.00,350.00,959.17,1441.34,Paulistas
601.190,5,0.627,1200,329,126,531,7542.89,8589,4346,4243,6186,2445,7073,34,1056,193.75,294.00,1068.14,1287.78,Pavao
996.646,10,0.627,2353,664,278,1425,8235.45,17260,8525,8735,12928,4921,14605,47,2300,244.00,365.00,927.03,1817.11,Pecanha
1594.651,13,0.627,3622,1000,314,2529,9430.52,23839,11744,12095,17825,7619,19238,236,2931,180.00,255.00,758.04,1266.77,Pedra Azul
173.928,12,0.573,1211,229,57,360,8120.18,6673,3455,3218,5245,1908,3892,-,1785,166.67,294.50,891.80,1282.79,Pedra Bonita
173.168,2,0.624,436,110,66,355,8561.66,3365,1681,1684,2616,845,2898,-,351,200.00,340.00,825.02,1575.68,Pedra do Anta
347.920,6,0.708,470,104,99,965,19644.29,3875,1986,1889,3230,851,3548,-,234,500.00,510.00,1725.80,1670.64,Pedra do Indaia
69.990,1,0.655,406,108,40,265,11526.21,2191,1136,1055,1779,636,1718,-,337,161.00,402.50,1459.82,1313.13,Pedra Dourada
217.989,10,0.675,1423,471,244,1125,10519.69,11467,5858,5609,9832,3279,10787,33,550,255.00,510.00,1088.19,2573.86,Pedralva
1525.493,6,0.614,1580,506,179,625,6100.44,10315,5293,5022,7418,3471,7423,12,1243,190.00,255.00,895.26,1118.25,Pedras de Maria da Cruz
357.891,2,0.729,471,125,108,643,21891.04,3490,1798,1692,2909,859,2913,62,362,502.50,510.00,2188.98,2191.32,Pedrinopolis
292.947,30,0.757,7834,2548,1817,18120,25384.95,58740,28746,29994,51584,16448,38553,2306,13767,506.67,518.67,2078.04,2480.14,Pedro Leopoldo
112.959,1,0.637,241,82,27,203,11055.06,1785,948,837,1492,453,1596,-,176,245.00,300.00,892.84,1008.03,Pedro Teixeira
90.833,2,0.694,355,86,130,881,11210.57,3165,1563,1602,2693,779,1961,47,887,425.00,510.00,1185.27,1823.94,Pequeri
203.991,1,0.674,536,182,114,534,12607.92,4076,2042,2034,3485,1121,3148,25,706,384.00,470.57,1284.26,1720.24,Pequi
249.322,9,0.703,1447,325,329,2217,13122.00,8912,4555,4357,7619,2250,7155,67,1412,510.00,606.67,1456.36,2292.11,Perdigao
2451.112,11,0.723,2271,526,307,2662,31519.96,14404,7533,6871,12216,3999,10459,1928,1430,510.00,510.00,2576.23,2908.02,Perdizes
270.657,10,0.744,2506,753,596,4373,17404.92,20087,9875,10212,17473,5115,15591,204,3589,417.50,432.50,1455.91,2252.02,Perdoes
228.907,8,0.651,1202,461,80,792,10538.83,7036,3452,3584,5430,2210,3426,-,2918,229.75,256.67,989.47,1133.12,Periquito
317.463,5,0.656,666,171,56,379,8234.61,4128,2045,2083,3133,1356,3520,4,486,226.40,306.67,1182.52,1346.27,Pescador
192.196,3,0.629,339,59,62,387,15380.55,2841,1490,1351,2319,576,2420,14,308,406.67,425.00,1310.44,1421.41,Piau
109.345,6,0.612,1372,308,122,636,8933.22,7110,3649,3461,5390,1932,5372,7,1361,270.00,333.33,1239.47,1287.39,Piedade de Caratinga
83.733,3,0.639,477,184,87,415,10049.00,4062,1992,2070,3173,1126,3174,-,804,312.50,318.75,1445.89,1284.98,Piedade de Ponte Nova
322.814,7,0.678,555,177,139,674,15893.48,4709,2390,2319,3901,1074,4400,6,237,266.00,395.00,1201.79,1302.13,Piedade do Rio Grande
259.638,4,0.626,650,205,64,438,9109.32,4640,2417,2223,3775,1055,4060,12,436,338.00,405.00,1298.48,1436.38,Piedade dos Gerais
414.969,4,0.686,1006,293,197,1603,17019.21,8236,4243,3993,7057,2430,7116,59,664,497.50,510.00,1776.52,1886.00,Pimenta
66.570,2,0.619,745,152,90,586,7175.18,4420,2199,2221,3413,1188,2792,6,1221,200.00,266.67,769.04,1192.01,PingodAgua
1228.736,3,0.594,1504,389,80,462,6476.58,7211,3778,3433,5462,2447,6174,60,688,195.00,308.80,868.03,1300.60,Pintopolis
280.335,2,0.646,721,269,141,786,13259.78,6406,3233,3173,5365,1745,5748,12,587,340.00,490.00,1257.37,1487.75,Piracema
337.980,3,0.723,850,197,146,2037,36828.37,4656,2545,2111,3911,1207,2952,422,575,0.00,555.00,4163.60,2318.07,Pirajuba
658.812,15,0.600,2292,664,225,1233,6954.60,17232,8648,8584,14250,4848,15826,44,999,175.00,381.25,904.23,1648.33,Piranga
203.619,6,0.685,716,179,100,570,8261.71,5217,2702,2515,4381,1299,4817,-,372,423.33,427.50,1553.03,1826.52,Pirangucu
124.803,7,0.717,1182,463,212,1056,10215.10,8016,4066,3950,6906,2418,6672,41,1082,382.50,510.00,1654.58,1811.91,Piranguinho
190.681,9,0.709,1215,262,272,2442,40356.57,10364,5105,5259,8893,2810,6782,115,2540,370.00,475.00,1164.73,1716.90,Pirapetinga
549.514,37,0.731,7762,2226,1538,12986,28667.28,53368,26146,27222,45334,17390,35784,569,12060,352.50,402.50,1238.41,2126.37,Pirapora
144.289,12,0.684,1351,376,385,2184,11730.41,10862,5439,5423,9241,2524,8998,70,1282,411.67,510.00,1245.13,1752.32,Pirauba
569.636,12,0.725,3543,1056,798,5170,14867.09,25311,12546,12765,22077,6831,20722,29,3642,362.50,510.00,1484.30,2316.84,Pitangui
902.468,20,0.737,3947,1380,1210,7722,19806.72,31883,15850,16033,27744,8620,24318,927,5318,510.00,521.50,1617.82,2284.82,Piumhi
317.520,6,0.712,1428,261,234,1298,25002.41,10384,5451,4933,8709,2580,6572,261,2473,402.00,510.00,1690.85,2122.86,Planura
474.244,7,0.691,1848,392,421,2170,11836.79,15959,8213,7746,13937,3741,14325,70,1296,500.00,510.00,1793.88,2193.30,Poco Fundo
546.670,82,0.779,18354,5749,6358,56472,39985.71,152435,73680,78755,137011,42513,101696,3561,35737,466.67,650.00,1722.37,2921.99,Pocos de Caldas
691.066,8,0.626,1005,303,110,512,7799.55,8986,4515,4471,6953,2088,5815,15,2560,237.33,382.50,882.04,1267.01,Pocrane
2551.076,12,0.689,4240,1236,900,5990,18183.44,29105,14638,14467,24424,8997,23512,314,2676,420.00,420.00,2470.12,2032.25,Pompeu
470.643,36,0.717,7741,1848,1963,18021,21786.99,57390,27495,29895,50188,15499,44543,1471,9359,402.86,510.00,1405.65,2275.93,Ponte Nova
602.799,3,0.606,642,185,42,393,8209.59,3966,2019,1947,3074,1406,3127,-,471,207.25,254.00,914.88,1042.22,Ponto Chique
1212.413,8,0.595,2216,490,113,910,6967.43,11345,5797,5548,7507,4160,9378,-,1663,188.67,274.00,881.78,1219.14,Ponto dos Volantes
1749.683,18,0.651,5077,1456,630,2716,7050.74,37627,18828,18799,28126,11064,31536,104,4823,200.00,282.50,838.16,1346.24,Porteirinha
284.777,6,0.634,1186,325,161,826,7016.01,10417,5303,5114,8554,2550,9639,44,570,255.00,365.60,1481.44,1291.31,Porto Firme
625.111,8,0.624,2590,666,180,1125,7353.49,15667,7719,7948,10924,4730,11856,20,2878,235.80,273.75,885.93,1199.00,Pote
542.797,45,0.774,17027,5191,5665,53582,41742.99,130615,64519,66096,116419,36445,93803,3104,25950,500.00,636.00,1775.82,2925.52,Pouso Alegre
263.034,6,0.710,696,242,164,1242,17709.04,6213,3135,3078,5379,1427,5142,14,896,371.75,510.00,1533.47,3026.11,Pouso Alto
264.115,5,0.689,1144,274,190,1647,13047.03,8391,4212,4179,7312,1988,7719,51,421,352.50,377.50,1155.16,1754.87,Prados
4847.544,13,0.695,3700,810,780,5763,29853.48,25802,13273,12529,21577,6383,18716,1844,3117,510.00,530.00,3009.16,2268.79,Prata
215.516,6,0.729,921,286,221,1546,15860.58,8807,4456,4351,7643,1968,7032,43,1140,375.00,510.00,1601.59,1836.95,Pratapolis
622.478,1,0.721,422,126,60,393,19537.60,3265,1699,1566,2742,706,1745,667,333,500.00,403.33,2385.49,1660.62,Pratinha
236.798,4,0.632,802,231,84,506,6375.18,5537,2780,2757,4514,1653,5159,5,283,255.00,510.00,1044.62,1498.08,Presidente Bernardes
695.882,3,0.614,562,206,52,393,11785.87,3908,1996,1912,2992,1198,3405,3,389,280.00,353.33,1073.37,1283.16,Presidente Juscelino
189.235,2,0.595,611,175,43,371,7349.85,2959,1493,1466,2323,863,2720,12,203,200.00,289.00,1078.18,1175.44,Presidente Kubitschek
3503.742,12,0.701,2309,700,367,2088,17766.07,18577,9533,9044,15663,5174,16438,65,1342,502.50,465.00,1429.03,1700.04,Presidente Olegario
124.189,5,0.690,1478,421,237,1478,13576.78,9573,4736,4837,8189,2696,6641,146,2079,398.75,412.50,2627.58,1674.16,Prudente de Morais
556.436,2,0.683,459,127,57,380,11859.36,3303,1683,1620,2733,964,2805,3,387,510.00,425.00,2257.63,1459.26,Quartel Geral
153.560,1,0.682,182,55,33,244,11331.91,1861,957,904,1665,413,1721,3,110,365.00,510.00,1667.34,1573.55,Queluzito
72.228,5,0.730,1763,560,226,1101,8594.49,15342,7386,7956,13557,4192,10528,48,3752,358.40,451.67,1464.33,2335.67,Raposos
763.364,22,0.655,3073,755,502,2535,9794.55,23818,11729,12089,19320,5899,20779,56,2665,255.00,470.00,1002.13,1750.64,Raul Soares
234.296,10,0.692,1085,276,219,1220,7746.91,10299,5000,5299,8653,2419,6973,196,2071,365.00,471.20,1150.73,1562.05,Recreio
151.859,6,0.629,1076,257,93,919,10045.86,6569,3380,3189,5234,1765,4512,21,1335,255.00,394.00,1335.60,1727.57,Reduto
618.312,9,0.685,1349,378,312,1453,10076.87,10913,5373,5540,9612,2602,9672,127,878,370.00,492.50,1363.16,1919.81,Resende Costa
1081.796,12,0.670,2177,546,377,2491,13136.78,17089,8369,8720,13697,4638,8298,34,6586,255.00,390.00,1059.24,1671.08,Resplendor
183.062,3,0.683,584,223,103,719,28140.36,4711,2349,2362,3971,1199,4475,29,165,275.00,398.33,1218.47,1496.73,Ressaquinha
1719.266,4,0.632,1032,353,119,491,9608.55,8007,4182,3825,6484,2685,7113,23,808,184.00,264.00,837.70,1180.09,Riachinho
1315.540,5,0.627,1453,429,107,960,17672.36,9360,4755,4605,6755,2872,7660,-,1482,194.00,258.00,867.64,1259.59,Riacho dos Machados
155.454,76,0.684,45320,13397,3232,31736,10315.41,296317,146982,149335,252658,92061,145336,2739,104833,350.00,429.17,1284.82,1653.73,Ribeirao das Neves
49.251,3,0.737,404,143,122,935,23947.33,3826,1842,1984,3396,972,3167,70,491,408.00,510.00,1784.56,1963.24,Ribeirao Vermelho
229.812,3,0.673,1410,319,524,2138,19779.80,9090,4469,4621,7827,2332,6453,161,1942,325.00,475.00,1278.01,2134.16,Rio Acima
384.381,11,0.650,1927,390,453,2194,10804.22,14201,6848,7353,11793,3844,11761,53,1900,266.67,400.00,1134.96,1594.78,Rio Casca
479.815,5,0.605,772,234,69,367,6092.35,5217,2677,2540,3770,1485,4542,3,498,203.00,255.00,760.26,1172.31,Rio do Prado
112.094,2,0.664,277,112,37,283,9695.59,2465,1229,1236,2040,641,2221,15,224,340.00,363.33,1156.03,1551.45,Rio Doce
238.602,3,0.602,688,206,80,478,6179.68,6070,3069,3001,5024,1698,5751,-,267,188.33,380.00,793.45,1233.91,Rio Espera
231.540,4,0.648,587,156,81,623,11497.92,5276,2773,2503,4443,1294,4390,31,641,405.00,510.00,1424.91,1910.53,Rio Manso
209.310,7,0.707,1057,289,363,1483,9980.20,8712,4373,4339,7426,2132,6841,164,951,340.00,488.33,1238.59,1684.74,Rio Novo
1352.353,13,0.709,1415,397,290,3496,34268.01,11885,6091,5794,10181,3200,10008,61,1423,510.00,510.00,2050.28,2373.33,Rio Paranaiba
3117.675,16,0.624,4370,1402,573,2308,7699.99,29099,14832,14267,21052,9473,24694,39,2796,200.00,276.67,1040.04,1454.65,Rio Pardo de Minas
373.037,6,0.685,1859,487,367,1637,40047.30,14149,6915,7234,12187,4207,10756,132,2486,301.25,451.71,1234.64,1828.22,Rio Piracicaba
252.418,14,0.714,1917,846,601,3721,13869.57,17110,8509,8601,14651,4220,13337,224,1811,390.00,510.00,1406.51,1976.01,Rio Pomba
348.046,6,0.679,641,132,117,714,9243.21,5292,2671,2621,4382,1340,4585,62,487,300.00,382.50,1254.46,1577.44,Rio Preto
986.561,6,0.558,2219,646,265,1084,6782.97,13645,6722,6923,9388,4128,11266,11,2083,150.00,260.00,726.67,1367.73,Rio Vermelho
404.805,2,0.653,550,184,114,528,9687.40,4925,2434,2491,4242,1227,4532,24,254,340.00,402.00,1177.60,1381.02,Ritapolis
79.402,1,0.684,335,66,44,425,10223.14,2116,1086,1030,1798,548,1653,4,387,403.33,495.00,1615.02,1478.95,Rochedo de Minas
72.673,3,0.668,1082,313,283,4093,47658.12,6867,3458,3409,5907,1547,4866,556,942,425.00,510.00,3175.65,1875.01,Rodeiro
407.557,3,0.708,458,115,78,547,62803.03,3596,1867,1729,3076,997,3141,7,363,420.00,500.00,4248.47,1713.07,Romaria
111.156,4,0.662,632,260,89,631,8703.17,4247,2183,2064,3459,1133,3474,5,672,283.00,445.00,956.40,1743.08,Rosario da Limeira
1110.295,4,0.582,1157,367,83,348,6383.11,7772,3999,3773,5609,2514,7239,-,343,201.71,296.67,826.26,1084.11,Rubelita
965.174,7,0.609,1381,328,103,612,6878.36,9919,5062,4857,6892,2764,7877,23,1383,235.00,276.00,928.81,1062.31,Rubim
302.419,23,0.731,15989,5025,1790,20240,15969.67,126269,60828,65441,110969,39305,70156,2705,39820,426.00,500.00,1603.35,2157.24,Sabara
919.811,9,0.638,2237,696,254,1452,8886.57,15704,7775,7929,12119,4842,12958,5,2019,255.00,352.50,1050.91,1639.06,Sabinopolis
3073.268,16,0.732,3106,971,934,6395,31064.14,23896,12129,11767,20825,5831,17875,2822,2135,510.00,553.00,1688.08,2396.63,Sacramento
1862.117,18,0.679,5610,1985,1328,6881,11451.25,39178,19274,19904,30668,11485,32845,102,4404,255.00,346.67,847.21,2427.47,Salinas
938.005,5,0.608,1122,207,63,532,11564.20,6859,3506,3353,4579,2149,5264,34,1048,215.00,255.00,773.35,1169.65,Salto da Divisa
684.060,12,0.707,3977,1117,691,6183,23973.68,27876,13670,14206,24298,8189,22193,65,4319,340.00,465.00,1075.98,1986.33,Santa Barbara
107.402,8,0.613,1154,220,100,643,8745.31,7682,3922,3760,6175,1926,5536,-,1547,255.00,370.00,1025.22,1282.03,Santa Barbara do Leste
417.925,6,0.606,442,102,67,448,12893.54,2788,1455,1333,2217,772,2432,-,297,255.00,300.00,1197.41,1142.20,Santa Barbara do Monte Verde
194.564,2,0.637,579,161,70,534,9188.74,4570,2323,2247,3725,1166,4278,-,259,300.00,355.00,1215.54,1199.31,Santa Barbara do Tugurio
3.565,4,0.706,491,123,246,1307,8308.00,7865,3854,4011,6957,2113,5868,143,1347,-,446.25,-,1518.79,Santa Cruz de Minas
589.607,2,0.577,831,246,73,268,7655.33,4397,2274,2123,3090,1449,4228,-,136,188.67,340.00,745.53,1163.54,Santa Cruz de Salinas
258.726,7,0.625,640,152,59,384,8332.63,4992,2508,2484,4046,1278,4055,3,695,300.00,355.00,1136.74,1321.62,Santa Cruz do Escalvado
131.965,5,0.607,714,196,53,413,6789.87,4600,2265,2335,3465,1296,3456,-,886,170.00,281.33,825.87,1174.13,Santa Efigenia de Minas
2917.448,3,0.615,547,124,59,411,8256.77,3968,2088,1880,2963,1411,3481,-,391,192.67,255.00,761.23,1413.72,Santa Fe de Minas
276.433,4,0.567,1126,274,78,326,5740.95,6055,3056,2999,3734,1991,4224,-,970,129.50,231.25,677.60,930.31,Santa Helena de Minas
723.784,5,0.706,1751,395,372,3508,57539.98,11337,5831,5506,9736,2750,9707,160,1241,510.00,533.33,2149.03,2463.66,Santa Juliana
235.076,45,0.715,29706,8673,3139,28710,15105.19,202942,98485,104457,177280,59826,105692,2948,68518,328.67,466.67,1231.44,1961.01,Santa Luzia
255.730,12,0.610,2567,575,400,1327,13333.18,15011,7583,7428,12120,3625,10174,7,4295,226.00,295.00,1236.22,1786.09,Santa Margarida
597.441,6,0.648,1535,485,269,1678,13536.01,10552,5236,5316,8545,3256,9275,7,1159,255.00,373.33,1050.85,1657.98,Santa Maria de Itabira
440.605,3,0.613,770,151,59,372,6428.94,5284,2719,2565,3594,1559,3759,-,1280,220.00,292.50,877.93,1140.26,Santa Maria do Salto
624.047,9,0.640,2164,666,201,1193,7521.33,14395,7154,7241,10385,4416,12655,45,1440,202.50,346.88,939.55,1518.96,Santa Maria do Suacui
503.011,7,0.690,967,248,186,1199,14554.69,9027,4603,4424,7834,1891,8133,12,558,425.00,510.00,1375.91,1938.53,Santa Rita de Caldas
324.234,4,0.630,477,139,52,399,10111.31,3583,1846,1737,2813,942,3218,3,331,240.00,330.20,1332.32,1279.31,Santa Rita de Ibitipoca
420.940,6,0.682,573,151,127,669,9414.14,4993,2536,2457,4104,1192,4617,22,223,382.50,455.00,1331.05,1580.37,Santa Rita de Jacutinga
68.153,4,0.613,884,208,117,972,9822.60,6547,3297,3250,5102,1605,4392,26,1637,255.00,373.75,1092.21,1348.59,Santa Rita de Minas
485.081,7,0.607,827,288,56,407,15539.31,5697,2929,2768,4381,1427,3841,59,1414,267.75,296.00,1148.83,1216.67,Santa Rita do Itueto
352.969,14,0.721,5187,1721,1579,13561,33238.44,37754,18863,18891,32039,12055,29923,1130,4951,281.00,550.67,1262.60,2631.19,Santa Rita do Sapucai
284.334,3,0.705,495,129,41,309,14403.35,3224,1691,1533,2636,886,2239,3,822,510.00,510.00,2074.40,1659.23,Santa Rosa da Serra
3001.357,18,0.710,2410,562,721,5797,26123.70,18138,9408,8730,14912,4401,13271,501,2917,433.33,510.00,1738.15,2160.36,Santa Vitoria
172.444,4,0.698,1017,312,208,1120,16555.93,7231,3625,3606,6217,1922,6350,43,703,417.00,510.00,1458.25,1950.23,Santana da Vargem
161.486,2,0.694,401,131,83,455,10949.69,3622,1818,1804,3041,901,2935,36,551,408.00,380.00,1183.06,1349.89,Santana de Cataguases
1255.832,6,0.628,1062,273,104,649,10198.55,8009,4129,3880,6252,2056,7327,21,612,340.00,345.00,1055.64,1421.77,Santana de Pirapama
182.655,5,0.651,497,102,55,530,8889.32,3860,1947,1913,3287,938,2732,34,902,400.00,510.00,1370.02,1782.78,Santana do Deserto
203.074,1,0.667,320,97,42,261,9995.19,2234,1171,1063,1766,587,2132,-,91,278.00,300.00,1214.14,1643.63,Santana do Garambeu
106.169,3,0.647,576,181,84,709,11376.33,4607,2319,2288,3760,1214,3723,4,723,340.00,434.00,1390.94,1436.79,Santana do Jacare
347.362,4,0.621,1251,268,118,641,8650.35,8582,4393,4189,6675,2321,7062,-,1179,255.00,340.00,1241.46,1301.73,Santana do Manhuacu
276.067,12,0.685,3659,1041,620,5425,14575.89,27265,13663,13602,22554,7133,12125,79,11619,360.00,440.00,1544.95,1735.15,Santana do Paraiso
677.207,3,0.665,653,167,143,784,11038.06,4023,2018,2005,3221,1087,3324,9,501,250.00,450.00,1030.05,1603.76,Santana do Riacho
196.565,2,0.647,512,144,61,312,7875.31,3822,1961,1861,3217,1039,3398,17,273,262.50,366.67,1010.00,1326.01,Santana dos Montes
488.885,11,0.672,2332,796,346,2313,12826.14,17345,8587,8758,14335,4750,14996,94,1924,306.00,366.25,1461.06,1498.24,Santo Antonio do Amparo
202.033,3,0.671,451,141,62,380,10001.81,3538,1808,1730,2912,861,3000,79,336,375.00,503.33,1291.22,1469.42,Santo Antonio do Aventureiro
130.213,3,0.633,551,130,76,419,11653.10,4085,2033,2052,3319,1209,3678,21,298,255.00,356.67,1165.76,1331.57,Santo Antonio do Grama
305.737,2,0.558,839,355,45,235,6936.91,4135,2068,2067,2993,1406,3655,-,441,182.40,255.00,781.64,1120.25,Santo Antonio do Itambe
503.706,7,0.574,1881,424,130,763,5942.24,11775,6027,5748,7780,3787,8192,-,2610,192.00,260.00,822.94,1119.27,Santo Antonio do Jacinto
1125.780,21,0.724,3548,858,880,6105,15620.13,25975,13197,12778,22686,6038,21859,52,3321,510.00,540.00,1477.74,2601.89,Santo Antonio do Monte
796.290,2,0.570,1262,393,74,340,6268.56,6955,3526,3429,4631,2038,6256,2,555,125.00,166.67,636.00,1083.13,Santo Antonio do Retiro
107.269,2,0.669,302,101,30,230,11687.97,1777,889,888,1398,553,1637,-,102,255.00,340.00,957.52,1548.67,Santo Antonio do Rio Abaixo
430.656,1,0.657,477,127,42,278,10997.89,3238,1621,1617,2564,903,2541,18,420,255.00,303.33,2159.48,1026.09,Santo Hipolito
637.373,29,0.741,5450,1800,1201,8234,14473.33,46284,22496,23788,40317,12006,35378,1054,8126,271.20,498.25,1088.34,1917.46,Santos Dumont
80.403,3,0.672,868,260,61,399,11882.01,4577,2385,2192,3734,1577,3872,7,685,510.00,396.67,2632.14,1527.34,Sao Bento Abade
110.019,1,0.664,493,147,200,726,20391.28,3513,1730,1783,3136,802,3020,6,453,390.00,340.00,1595.34,1884.58,Sao Bras do Suacui
60.865,2,0.638,1071,298,76,520,9827.24,5408,2748,2660,4438,1572,5032,-,335,242.50,255.00,1024.54,1337.84,Sao Domingos das Dores
743.768,21,0.690,2137,663,342,2328,11114.73,17357,8440,8917,14896,4475,14178,170,2449,340.00,510.00,1213.01,2057.03,Sao Domingos do Prata
162.560,7,0.620,510,160,44,382,8673.97,3382,1734,1648,2514,1009,1739,-,1187,245.00,277.50,918.33,1080.65,Sao Felix de Minas
3308.100,21,0.638,10007,2646,893,4263,7012.45,53828,27278,26550,40772,18635,47794,17,4663,183.25,284.00,867.80,1550.26,Sao Francisco
316.822,4,0.660,819,237,131,784,11716.22,6483,3280,3203,5358,1584,4247,6,513,425.00,440.00,1751.20,1531.00,Sao Francisco de Paula
1128.864,2,0.688,746,195,151,966,19694.04,5776,2972,2804,4820,1679,5036,143,422,490.00,510.00,1945.26,1937.00,Sao Francisco de Sales
164.613,3,0.663,628,188,91,425,9547.49,5178,2655,2523,4156,1314,4391,12,606,285.00,392.50,1416.55,1525.25,Sao Francisco do Gloria
185.578,3,0.651,1126,225,201,2175,11630.67,10263,5218,5045,8712,2588,8478,94,1372,382.50,458.00,1204.89,1632.91,Sao Geraldo
152.336,7,0.600,687,195,33,299,7540.09,4389,2136,2253,3277,1199,3781,-,573,255.00,340.00,1358.40,1472.48,Sao Geraldo da Piedade
